        
    #This file contains the del = XSec_1 - Xsec2 (diff. between cross sections with PWIA or FSI),  sig_del: sqrt(sigXsec1**2 - sigXsec2**2), R = del / sig_del
    #If R > 4, there is a significant difference which must be taken into account in the systemtaics
    #In this file, there are also the cross sections with FSI/PWIA models for radiative corrections using FSI + Bin-Centering Corrections using (PWIA or FSI) for comparison plots
    #xb = th_nq [central bin value]                                                                                                    
    #yb = pm [central bin value]                                                                       
    # current header line:  
    #!i_b[i,0]/ i_x[i,1]/ i_y[i,2]/ xb[f,3]/ yb[f,4]/  del80[f,5]/   sig_del80[f,6]/    R80[f,7]/    del_580set1[f,8]/   sig_del580set1[f,9]/    R580set1[f,10]/   del_580set2[f,11]/   sig_del580set2[f,12]/    R580set2[f,13]/   del_750set1[f,14]/   sig_del750set1[f,15]/    R750set1[f,16]/  del_750set2[f,17]/   sig_del750set2[f,18]/    R750set2[f,19]/  del_750set3[f,20]/   sig_del750set3[f,21]/    R750set3[f,22]/  dataXsec_80_pwiaBC[f,23]/   dataXsec_err_80_pwiaBC[f,24]/   dataXsec_80_fsiBC[f,25]/   dataXsec_err_80_fsiBC[f,26]/  dataXsec_580set1_pwiaBC[f,27]/   dataXsec_err_580set1_pwiaBC[f,28]/   dataXsec_580set1_fsiBC[f,29]/   dataXsec_err_580set1_fsiBC[f,30]/  dataXsec_580set2_pwiaBC[f,31]/   dataXsec_err_580set2_pwiaBC[f,32]/   dataXsec_580set2_fsiBC[f,33]/   dataXsec_err_580set2_fsiBC[f,34]/ dataXsec_750set1_pwiaBC[f,35]/   dataXsec_err_750set1_pwiaBC[f,36]/   dataXsec_750set1_fsiBC[f,37]/   dataXsec_err_750set1_fsiBC[f,38]/  dataXsec_750set2_pwiaBC[f,39]/   dataXsec_err_750set2_pwiaBC[f,40]/   dataXsec_750set2_fsiBC[f,41]/   dataXsec_err_750set2_fsiBC[f,42]/  dataXsec_750set3_pwiaBC[f,43]/   dataXsec_err_750set3_pwiaBC[f,44]/   dataXsec_750set3_fsiBC[f,45]/   dataXsec_err_750set3_fsiBC[f,46]/ 
284 11 13 105.000000 0.500000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
305 11 14 105.000000 0.540000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
326 11 15 105.000000 0.580000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
347 11 16 105.000000 0.620000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
368 11 17 105.000000 0.660000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
389 11 18 105.000000 0.700000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
410 11 19 105.000000 0.740000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
431 11 20 105.000000 0.780000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
452 11 21 105.000000 0.820000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
473 11 22 105.000000 0.860000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
494 11 23 105.000000 0.900000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
515 11 24 105.000000 0.940000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
536 11 25 105.000000 0.980000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
557 11 26 105.000000 1.020000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
578 11 27 105.000000 1.060000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
599 11 28 105.000000 1.100000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
620 11 29 105.000000 1.140000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
641 11 30 105.000000 1.180000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
33 12 1 115.000000 0.020000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
54 12 2 115.000000 0.060000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 5.389983000000e-04 -1.000000000000e+00 5.016953662941e-04 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
75 12 3 115.000000 0.100000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
96 12 4 115.000000 0.140000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
117 12 5 115.000000 0.180000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
138 12 6 115.000000 0.220000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
159 12 7 115.000000 0.260000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
180 12 8 115.000000 0.300000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
201 12 9 115.000000 0.340000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
222 12 10 115.000000 0.380000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
243 12 11 115.000000 0.420000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
264 12 12 115.000000 0.460000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
285 12 13 115.000000 0.500000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1000.000000 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00 -1.000000000000e+00
