#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  Ksigcc1[f,4]/   pwiaXsec_theory[f,5]/    fsiXsec_theory[f,6]/   red_pwiaXsec_theory[f,7]/    red_fsiXsec_theory[f,8]/   setting[s,9]/
3   15   25.000000   0.580000   3609.461514  6.940658390000e-08   6.044434760000e-08    1.922906883223e-11   1.674608452412e-11   750_set3
3   15   25.000000   0.580000   3601.495403  6.920119370000e-08   6.048661100000e-08    1.921457226972e-11   1.679485997667e-11   750_set1
3   16   25.000000   0.620000   2095.278575  3.234296660000e-08   2.855702490000e-08    1.543611765323e-11   1.362922584172e-11   580_set1
3   16   25.000000   0.620000   2090.007942  3.226461260000e-08   2.850412580000e-08    1.543755502150e-11   1.363828587786e-11   580_set2
3   16   25.000000   0.620000   3209.827042  4.804657400000e-08   4.229313880000e-08    1.496858658467e-11   1.317614259167e-11   750_set1
3   16   25.000000   0.620000   3205.475041  4.798106100000e-08   4.223942380000e-08    1.496847125193e-11   1.317727427596e-11   750_set3
3   16   25.000000   0.620000   3207.231623  4.795843360000e-08   4.221113030000e-08    1.495321798902e-11   1.316123537736e-11   750_set2
3   17   25.000000   0.660000   1861.892811  2.215134540000e-08   1.872584040000e-08    1.189721839471e-11   1.005742129158e-11   580_set1
3   17   25.000000   0.660000   1863.666655  2.214759590000e-08   1.870937090000e-08    1.188388268931e-11   1.003901145616e-11   580_set2
3   17   25.000000   0.660000   2824.001738  3.258212660000e-08   2.887629350000e-08    1.153757314012e-11   1.022531010213e-11   750_set2
3   17   25.000000   0.660000   2822.087570  3.254835680000e-08   2.883981170000e-08    1.153343260712e-11   1.021931849549e-11   750_set1
3   17   25.000000   0.660000   2818.375280  3.243721650000e-08   2.874365080000e-08    1.150918996848e-11   1.019865984632e-11   750_set3
3   18   25.000000   0.700000   1699.202363  1.538549460000e-08   1.347974320000e-08    9.054539315044e-12   7.932982847435e-12   580_set1
3   18   25.000000   0.700000   1700.624412  1.539538340000e-08   1.348614040000e-08    9.052782784586e-12   7.930111025597e-12   580_set2
3   18   25.000000   0.700000   2467.254852  2.165870740000e-08   1.920123030000e-08    8.778463798518e-12   7.782426807038e-12   750_set2
3   18   25.000000   0.700000   2470.131254  2.166199870000e-08   1.897235770000e-08    8.769573950745e-12   7.680708330489e-12   750_set3
3   18   25.000000   0.700000   2467.110245  2.164899370000e-08   1.919715110000e-08    8.775041060234e-12   7.781229533178e-12   750_set1
3   19   25.000000   0.740000   1582.981269  1.077875310000e-08   8.543781940000e-09    6.809147594532e-12   5.397272922501e-12   580_set1
3   19   25.000000   0.740000   1585.166639  1.078102640000e-08   8.466294970000e-09    6.801194356955e-12   5.340949501272e-12   580_set2
3   19   25.000000   0.740000   2180.337450  1.441919800000e-08   1.246798220000e-08    6.613287314769e-12   5.718372722534e-12   750_set2
3   19   25.000000   0.740000   2180.687584  1.441758960000e-08   1.246794690000e-08    6.611487911328e-12   5.717438385709e-12   750_set1
3   19   25.000000   0.740000   2178.825604  1.440466100000e-08   1.243602760000e-08    6.611204207237e-12   5.707674619377e-12   750_set3
3   20   25.000000   0.780000   1497.209412  7.550813260000e-09   5.951714240000e-09    5.043257943399e-12   3.975204932789e-12   580_set1
3   20   25.000000   0.780000   1496.258765  7.535890680000e-09   5.950338670000e-09    5.036488912397e-12   3.976811236925e-12   580_set2
3   20   25.000000   0.780000   1938.616934  9.576745330000e-09   7.207690270000e-09    4.939988484595e-12   3.717954869572e-12   750_set3
3   20   25.000000   0.780000   1937.595796  9.555826890000e-09   7.179547570000e-09    4.931795841902e-12   3.705389733412e-12   750_set2
3   20   25.000000   0.780000   1934.290265  9.539131080000e-09   7.149149200000e-09    4.931592353333e-12   3.696006400570e-12   750_set1
3   21   25.000000   0.820000   1433.049643  5.217463240000e-09   3.984096930000e-09    3.640811234618e-12   2.780152766836e-12   580_set1
3   21   25.000000   0.820000   1428.366412  5.211144220000e-09   4.041371870000e-09    3.648324530891e-12   2.829366355893e-12   580_set2
3   21   25.000000   0.820000   1763.726077  6.423674990000e-09   5.041762720000e-09    3.642104674739e-12   2.858586027472e-12   750_set2
3   21   25.000000   0.820000   1764.018205  6.421913390000e-09   5.045549940000e-09    3.640502899458e-12   2.860259562911e-12   750_set1
3   21   25.000000   0.820000   1761.112951  6.409304680000e-09   5.080754870000e-09    3.639349012998e-12   2.884968205540e-12   750_set3
3   22   25.000000   0.860000   1372.879261  3.577650760000e-09   2.865284450000e-09    2.605947122687e-12   2.087062228555e-12   580_set1
3   22   25.000000   0.860000   1369.987919  3.547000700000e-09   2.379855610000e-09    2.589074436940e-12   1.737136201710e-12   580_set2
3   22   25.000000   0.860000   1638.898536  4.330391060000e-09   3.400935090000e-09    2.642256957877e-12   2.075134619560e-12   750_set3
3   22   25.000000   0.860000   1639.454881  4.325757730000e-09   3.422369480000e-09    2.638534173848e-12   2.087504523401e-12   750_set1
3   22   25.000000   0.860000   1642.239840  4.329864870000e-09   3.442186400000e-09    2.636560607371e-12   2.096031478569e-12   750_set2
3   23   25.000000   0.900000   1308.022185  2.414163200000e-09   2.054936020000e-09    1.845659215635e-12   1.571025356883e-12   580_set1
3   23   25.000000   0.900000   1310.735200  2.408184810000e-09   2.020245420000e-09    1.837277895642e-12   1.541307061869e-12   580_set2
3   23   25.000000   0.900000   1550.501026  2.916661090000e-09   2.281293040000e-09    1.881108777802e-12   1.471326365959e-12   750_set2
3   23   25.000000   0.900000   1549.380690  2.914292270000e-09   2.296131100000e-09    1.880940100009e-12   1.481967030324e-12   750_set1
3   23   25.000000   0.900000   1552.788414  2.916546070000e-09   2.269520660000e-09    1.878263673083e-12   1.461577533383e-12   750_set3
3   24   25.000000   0.940000   1258.492649  1.630751300000e-09   1.341163410000e-09    1.295797239099e-12   1.065690301064e-12   580_set1
3   24   25.000000   0.940000   1256.669887  1.600531860000e-09   1.296850150000e-09    1.273629516039e-12   1.031973602149e-12   580_set2
3   24   25.000000   0.940000   1483.028984  1.950623350000e-09   1.440850320000e-09    1.315296849249e-12   9.715591101354e-13   750_set3
3   24   25.000000   0.940000   1482.277561  1.948263730000e-09   1.440737630000e-09    1.314371735268e-12   9.719756055863e-13   750_set2
3   24   25.000000   0.940000   1482.668674  1.945674540000e-09   1.436160880000e-09    1.312278713457e-12   9.686323756510e-13   750_set1
3   25   25.000000   0.980000   1208.884089  1.121484790000e-09   9.508585790000e-10    9.277024986967e-13   7.865589328639e-13   580_set1
3   25   25.000000   0.980000   1212.618643  1.118840650000e-09   5.680549070000e-10    9.226648925931e-13   4.684530542881e-13   580_set2
3   25   25.000000   0.980000   1417.620068  1.281757140000e-09   1.148680230000e-09    9.041612551439e-13   8.102877886178e-13   750_set1
3   25   25.000000   0.980000   1419.552852  1.280293680000e-09   1.148276380000e-09    9.018992693341e-13   8.089000549590e-13   750_set2
3   25   25.000000   0.980000   1423.527301  1.283869610000e-09   1.149679180000e-09    9.018932120923e-13   8.076270677720e-13   750_set3
3   26   25.000000   1.020000   1364.293336  8.304645890000e-10   7.153852490000e-10    6.087140991503e-13   5.243632216935e-13   750_set2
3   26   25.000000   1.020000   1367.118789  8.294462460000e-10   7.120709050000e-10    6.067111743865e-13   5.208551815171e-13   750_set3
3   26   25.000000   1.020000   1363.714458  8.294825090000e-10   7.093041790000e-10    6.082523391418e-13   5.201266106984e-13   750_set1
3   27   25.000000   1.060000   1309.569150  5.321762290000e-10   2.775511530000e-10    4.063750501453e-13   2.119408150383e-13   750_set1
3   27   25.000000   1.060000   1307.834348  5.312193530000e-10   2.771778670000e-10    4.061824449039e-13   2.119365250071e-13   750_set3
3   27   25.000000   1.060000   1311.128813  5.303056680000e-10   2.768994020000e-10    4.044649638860e-13   2.111916077616e-13   750_set2
3   28   25.000000   1.100000   1261.837919  3.361598650000e-10   1.938126220000e-10    2.664049478450e-13   1.535954967605e-13   750_set2
3   28   25.000000   1.100000   1262.446199  3.356806700000e-10   1.938858480000e-10    2.658970103169e-13   1.535794936478e-13   750_set1
3   28   25.000000   1.100000   1265.734397  3.318360540000e-10   1.928754210000e-10    2.621687889549e-13   1.523822228875e-13   750_set3
3   29   25.000000   1.140000   1231.147137  2.102324800000e-10   1.506831610000e-10    1.707614578971e-13   1.223924878444e-13   750_set2
3   29   25.000000   1.140000   1229.701598  2.098795080000e-10   1.507210550000e-10    1.706751526885e-13   1.225671782855e-13   750_set1
3   29   25.000000   1.140000   1232.694827  2.072139180000e-10   1.498669740000e-10    1.680983106778e-13   1.215767039152e-13   750_set3
3   30   25.000000   1.180000   1196.034602  1.308873030000e-10   1.270445940000e-10    1.094343782204e-13   1.062215037822e-13   750_set3
3   30   25.000000   1.180000   1187.628598  1.234737430000e-10   1.246125610000e-10    1.039666299784e-13   1.049255307677e-13   750_set2
